sector,leading_score,momentum,trend,fiedler,bull_ratio,stability,recent_return_pct,volatility,interaction_score,combined_score,rank,tier,position_size_pct
paradigm_portfolio,0.3393353896574914,-0.1958015064425111,3.551416828149178,6.999999999999998,0.0,0.8447369840026366,-41.01938583749349,29.736865227068016,-1.3706105450975774,-0.1602873381610193,26,Tier 4 - Monitor,2.5
blockchain_capital_portfolio,0.33823318653532,-0.1996529527898295,3.5778307584375555,6.999999999999998,0.0,0.8447369840026372,-15.10298098988289,30.23183592481512,-1.3975706695288062,-0.16387464520545394,27,Tier 4 - Monitor,2.5
layer_1,0.3457629923420464,-0.1768787891157626,3.5162709119498965,7.999999999999998,0.0,0.8447369840026363,-26.37711009629451,17.72645430870097,-1.4150303129261006,-0.14171607999626362,28,Tier 4 - Monitor,2.5
multiversx_ecosystem,0.4357393212785533,-0.2195605443313817,21.13911526758731,6.478568025662247,0.0,1.0,-25.859751949943423,24.82855117869788,-1.4224379222022876,-0.00816939165550859,29,Tier 4 - Monitor,2.5
multicoin_capital_portfolio,0.3421897155879002,-0.186633178352809,3.505199242348847,7.699999999999998,0.0,0.8447369840026369,-22.100704657098525,23.347800107856347,-1.4370754733166289,-0.15158118592932052,30,Tier 4 - Monitor,2.5
arrington_xrp_capital_portfolio,0.4199005555674216,-0.1816803000634396,16.946997159644994,8.0,0.0,0.932201907950684,-22.37043311532284,31.178338271313457,-1.4534424005075168,-0.012210328466989662,31,Tier 4 - Monitor,2.5
ftx_bankruptcy_estate,0.344211565683051,-0.1817228039067168,3.561564325890155,7.999999999999998,0.0,0.8447369840026372,-33.191305073169694,20.25181183290153,-1.4537824312537342,-0.14610716064781526,32,Tier 4 - Monitor,2.5
base_ecosystem,0.3837002855015169,-0.220098640434745,14.91599461458415,7.0,0.0,0.7922172903361137,-25.88852394910704,31.865100511849164,-1.540690483043215,-0.07093869428890351,33,Tier 4 - Monitor,2.5
gaming,0.4109250170691939,-0.2240991073946605,16.417239757413917,6.999999999999998,0.0,1.0,-30.29357022577554,33.7930649088994,-1.568693751762623,-0.05992670982052131,34,Tier 4 - Monitor,2.5
decentralized_exchange_dex_token,0.321557627197251,-0.2241377174141982,5.195687398831447,6.999999999999998,0.0,0.6675043465568311,127.46699218401972,125.08389036606737,-1.568964021899387,-0.17218084342588372,35,Tier 4 - Monitor,2.5
polychain_capital_portfolio,0.3378787465799656,-0.2004073425697304,3.5544555509711158,7.999999999999998,0.0,0.8447369840026372,-15.481233204025663,21.166092110301413,-1.6032587405578427,-0.16486278706001922,36,Tier 4 - Monitor,2.5
framework_ventures_portfolio,0.3422573969951196,-0.1860062165827583,3.6971221771295033,8.999999999999998,0.0,0.8336304425446539,-32.187327578909134,29.39351881981822,-1.6740559492448244,-0.14903499481146326,37,Tier 4 - Monitor,2.5
alleged_sec_securities,0.4477331756414783,-0.1747586863980574,6.648580777633377,9.599999999999998,0.55,0.8748472467877578,-12.35260276113393,24.558141336899155,-1.6776833894213505,-0.10827287862172362,38,Tier 4 - Monitor,2.5
three_arrows_capital_portfolio,0.3328391917058338,-0.2180136197579289,3.58018859835134,7.999999999999998,0.0,0.8447369840026375,-35.53647741273159,30.60451648231691,-1.7441089580634308,-0.18221173377441552,39,Tier 4 - Monitor,2.5
metaverse,0.4302986806968694,-0.2217938551513163,20.17066849352305,7.999999999999998,0.0,1.0,-29.36735968675167,33.18874649873082,-1.77435084121053,-0.020087170216085803,40,Tier 4 - Monitor,2.5
dwf_labs_portfolio,0.4444281021762915,-0.2236988394972456,23.09695580452068,7.999999999999998,0.0,1.0,-23.880495445912903,28.51102042273315,-1.7895907159779643,0.0072707185479612135,41,Tier 4 - Monitor,2.5
polygon_ecosystem,0.4092960908695107,-0.2313061100404808,17.332598141337243,8.0,0.0,0.9561899787234648,-32.43693710512551,29.902154944722398,-1.8504488803238464,-0.05798012862710836,42,Tier 4 - Monitor,2.5
smart_contracts,0.3329144211356353,-0.2084602332577505,5.859856253245086,9.0,0.0,0.704344122445398,-23.11792395379576,24.00798229208106,-1.8761420993197546,-0.14986167072529966,43,Tier 4 - Monitor,2.5
cms_holdings_portfolio,0.3349111574602411,-0.2104454872397276,3.567616735398636,9.0,0.0,0.8447369840026366,-31.28863872608028,24.74829136843444,-1.8940093851575486,-0.17476931988574126,44,Tier 4 - Monitor,2.5
research,0.3559715912708804,-0.217152642193653,12.446897876654706,9.0,0.0,0.6303608432716026,-29.991217106658663,29.221086022150462,-1.9543737797428768,-0.09268366342710593,45,Tier 4 - Monitor,2.5
huobi_capital_portfolio,0.331016949603191,-0.2242821863133023,3.550424004798967,9.0,0.0,0.8447369840026365,-28.913236541414644,26.19543307591266,-2.018539676819721,-0.18877794626531263,46,Tier 4 - Monitor,2.5
polkadot_ecosystem,0.4014834684170749,-0.233923431520523,17.97144439581635,9.999999999999996,0.0,0.8524865670127596,-29.01948952090768,27.64822611173029,-2.3392343152052293,-0.054208987562359506,47,Tier 4 - Monitor,2.5
