sector,leading_score,momentum,trend,fiedler,bull_ratio,stability,recent_return_pct,volatility,interaction_score,combined_score,rank,tier,position_size_pct
interoperability,0.3980090199504433,-0.1002287090185741,5.743325798319576,5.000000000000001,0.0,0.8874479400507937,inf,24.146654819867244,-0.5011435450928706,-0.04279545103537834,1,Tier 4 - Monitor,2.5
avalanche_ecosystem,0.4727173095556337,-0.1105209432553528,19.617557306608035,5.0,0.0,1.0,3.6209469514670007,22.66359400715319,-0.552604716276764,0.08565462981072755,2,Tier 3 - Rotational,5.856546298107276
solana_ecosystem,0.4720462557451856,-0.1150797923197321,19.98864899098687,5.0,0.0,1.0,4.886732874516442,114.17798086464413,-0.5753989615986606,0.0848066975901366,3,Tier 3 - Rotational,5.848066975901366
usv_portfolio,0.4235197749813961,-0.1239988389628526,12.11387502037414,5.0,0.0,0.9561899787234648,-5.008828424641525,18.21674591888305,-0.619994194814263,-0.002860088759111201,4,Tier 4 - Monitor,2.5
wrapped_tokens,0.4419276070776671,-0.0943745602316106,12.453059662031997,6.799999999999999,0.0,0.9561899787234652,10.179418087523588,17.04126768839996,-0.641747009574952,0.030156036388709367,5,Tier 4 - Monitor,2.5
us_strategic_crypto_reserve,0.4180281526553966,-0.1349983610007558,12.129447873987315,5.0,0.0,0.9561899787234646,0.5114882409908588,19.027992052095158,-0.674991805003779,-0.01370388226088265,6,Tier 4 - Monitor,2.5
galaxy_digital_portfolio,0.4147199419185076,-0.1391883069248072,11.873750465712812,5.0,0.0,0.9561899787234648,-15.985807607586189,13.865121672585175,-0.695941534624036,-0.020450802267679064,7,Tier 4 - Monitor,2.5
dragonfly_capital_portfolio,0.413419276049136,-0.1445391764774663,12.117348161973691,5.0,0.0,0.9561899787234648,-4.3498440067609465,18.71292743168628,-0.7226958823873315,-0.023365694857729394,8,Tier 4 - Monitor,2.5
near_protocol_ecosystem,0.4204627379336081,-0.139788962125169,12.203474971575302,6.0,0.0,1.0,-1.5473608771087617,21.810028023175445,-0.838733772751014,-0.01775421240941598,9,Tier 4 - Monitor,2.5
wallet,0.390749601029238,-0.1557147850625327,11.311837828207617,5.649999999999999,0.0,0.8197352401576898,-5.53268223163451,17.30420033305192,-0.8797885356033095,-0.04259640678045652,10,Tier 4 - Monitor,2.5
layer_1,0.4303495958984462,-0.110961863155885,12.06959994946126,8.0,0.0,0.9561899787234646,3.2921821467805867,15.787103599990502,-0.88769490524708,0.009734136338727606,11,Tier 4 - Monitor,2.5
a16z_portfolio,0.4048441409554409,-0.1641943798150329,12.112984027809851,5.5,0.0,0.9561899787234648,-12.617943368006973,21.128842088041345,-0.903069088982681,-0.043064539536934385,12,Tier 4 - Monitor,2.5
dcg_portfolio,0.3964690069193672,-0.183602198302805,11.91865509373486,5.0,0.0,0.9561899787234652,-11.29541601888116,21.855268155102888,-0.918010991514025,-0.06441564736545641,13,Tier 4 - Monitor,2.5
decentralized_exchange_dex_token,0.3848354135239508,-0.134372118872364,5.0020300427543685,6.999999999999998,0.0,0.9775563037022984,-6.109543597824512,83.43137144612261,-0.9406048321065478,-0.08435181844482031,14,Tier 4 - Monitor,2.5
made_in_china,0.4101372785827677,-0.1211843543270018,13.03317775952651,7.999999999999998,0.0,0.7615888385442561,-0.6050408449239528,15.221905222237268,-0.9694748346160141,0.009147423268263302,15,Tier 4 - Monitor,2.5
okx_ventures_portfolio,0.4446559129164302,-0.1945490915950646,21.69413108517121,5.0,0.0,0.986714992415612,-16.36459690194331,22.034635268311515,-0.972745457975323,0.022392219256647528,16,Tier 4 - Monitor,2.5
winklevoss_capital_portfolio,0.4032469770107466,-0.1657334803330721,11.918390284070556,5.999999999999998,0.0,0.9561899787234652,-15.357998171311529,23.511558844402472,-0.9944008819984322,-0.04654957749236653,17,Tier 4 - Monitor,2.5
multicoin_capital_portfolio,0.4038782441138607,-0.1666297748449712,12.116744677070177,6.3,0.0,0.9561899787234648,-8.53248002668889,19.040236738830856,-1.0497675815233185,-0.04546232807426945,18,Tier 4 - Monitor,2.5
cardano_ecosystem,0.4486137114705544,-0.1783214509438926,21.08834263607357,5.9,0.0,1.0,-12.63039329779581,22.17942258890485,-1.0520965605689663,0.03256197541684311,19,Tier 4 - Monitor,2.5
amm,0.4663279557142922,-0.1503271237605528,22.349302917724053,6.999999999999998,0.0,1.0,-9.01925694037188,83.90530954164085,-1.0522898663238693,0.07316590541668774,20,Tier 4 - Monitor,2.5
polychain_capital_portfolio,0.4184225869625564,-0.1340692928622788,12.116950030272807,7.999999999999998,0.0,0.9561899787234652,-6.882701262989047,16.645986410749938,-1.0725543428982303,-0.012899792559550732,21,Tier 4 - Monitor,2.5
sharing_economy,0.475025287097838,-0.1971468321355662,27.671181695088396,5.5,0.0,1.0,-11.097642986070596,17.848645587320615,-1.084307576745614,0.07956498481531779,22,Tier 4 - Monitor,2.5
base_ecosystem,0.4513337472263754,-0.1566578962206334,19.904471360955416,7.0,0.0,1.0,-7.736760257811355,23.255876557523017,-1.0966052735444338,0.04238681738892078,23,Tier 4 - Monitor,2.5
ftx_bankruptcy_estate,0.4161105994935787,-0.1389672858377499,12.130721027394342,7.999999999999998,0.0,0.9561899787234648,-2.003909573851555,17.27147420393988,-1.111738286701999,-0.01766007556380647,24,Tier 4 - Monitor,2.5
